Flight,Price,Currency,Stop,Duration,Date
BKK,"188,019",AMD,1 stop,25h 30m,2025-02-14
DUS,"50,765",AMD,1 stop,8h 15m,2025-02-14
AMS,"82,936",AMD,1 stop,6h 25m,2025-02-14
PRG,"62,199",AMD,1 stop,12h 05m,2025-02-14
SOF,"39,682",AMD,1 stop,13h 35m,2025-02-14
TBS,"21,417",AMD,Direct,1h,2025-02-14
FRA,"41,462",AMD,1 stop,8h 05m,2025-02-14
IST,"54,903",AMD,1 stop,6h 40m,2025-02-14
AMS,"74,737",AMD,1 stop,10h 50m,2025-02-14
WMI,"32,069",AMD,1 stop,7h 05m,2025-02-14
SSH,"156,076",AMD,1 stop,24h 10m,2025-02-14
BUS,"69,846",AMD,1 stop,35h 15m,2025-02-14
MAD,"41,225",AMD,1 stop,9h 55m,2025-02-14
FRA,"39,158",AMD,1 stop,13h 20m,2025-02-14
ATH,"51,735",AMD,1 stop,10h 05m,2025-02-14
PRG,"32,103",AMD,1 stop,18h,2025-02-14
BRU,"50,892",AMD,1 stop,10h 45m,2025-02-14
TLV,"36,854",AMD,1 stop,8h 10m,2025-02-14
AUH,"94,003",AMD,1 stop,19h 35m,2025-02-14
BCN,"55,383",AMD,1 stop,9h 50m,2025-02-14
TGD,"85,231",AMD,1 stop,11h 35m,2025-02-14
FRA,"72,155",AMD,1 stop,9h 05m,2025-02-14
VCE,"52,430",AMD,1 stop,14h 30m,2025-02-14
LYS,"163,899",AMD,1 stop,9h 10m,2025-02-14
ATH,"30,710",AMD,Direct,2h 55m,2025-02-14
TBS,"57,827",AMD,1 stop,23h,2025-02-14
LCA,"49,527",AMD,1 stop,6h 10m,2025-02-14
TSF,"39,623",AMD,1 stop,13h 50m,2025-02-14
LYS,"23,786",AMD,1 stop,7h 50m,2025-02-14
BEG,"48,964",AMD,1 stop,22h,2025-02-14
TGD,"46,090",AMD,1 stop,10h 25m,2025-02-14
SAW,"27,254",AMD,Direct,2h 30m,2025-02-14
NCE,"80,505",AMD,1 stop,8h 25m,2025-02-14
WAW,"46,872",AMD,1 stop,7h 40m,2025-02-14
LCA,"73,342",AMD,1 stop,6h 05m,2025-02-14
ATH,"33,782",AMD,1 stop,6h 20m,2025-02-14
PRG,"64,887",AMD,1 stop,8h 15m,2025-02-14
TBS,"90,229",AMD,1 stop,19h 20m,2025-02-14
PRG,"76,024",AMD,1 stop,7h 45m,2025-02-14
SSH,"119,802",AMD,1 stop,23h 35m,2025-02-14
DUS,"32,904",AMD,Direct,5h,2025-02-14
VLC,"60,145",AMD,1 stop,9h 20m,2025-02-14
BCN,"31,683",AMD,1 stop,11h 35m,2025-02-14
BCN,"27,942",AMD,1 stop,7h 50m,2025-02-14
DUS,"41,090",AMD,1 stop,7h 25m,2025-02-14
BUD,"53,060",AMD,1 stop,12h 50m,2025-02-14
ATH,"48,982",AMD,1 stop,9h 20m,2025-02-14
LCA,"59,479",AMD,1 stop,9h 50m,2025-02-14
BRU,"38,199",AMD,1 stop,12h 40m,2025-02-14
BKK,"147,451",AMD,1 stop,16h,2025-02-14
BER,"39,158",AMD,1 stop,9h 40m,2025-02-14
BEG,"67,192",AMD,1 stop,7h 40m,2025-02-14
SOF,"70,860",AMD,1 stop,6h 30m,2025-02-14
AMS,"47,223",AMD,1 stop,9h 35m,2025-02-14
FRA,"39,158",AMD,1 stop,9h 20m,2025-02-14
WAW,"59,511",AMD,1 stop,8h 20m,2025-02-14
SOF,"58,040",AMD,1 stop,7h 55m,2025-02-14
TLV,"42,212",AMD,1 stop,5h 05m,2025-02-14
BER,"56,055",AMD,1 stop,8h 25m,2025-02-14
IST,"39,601",AMD,1 stop,8h 55m,2025-02-14
BRU,"57,913",AMD,1 stop,11h 15m,2025-02-14
NCE,"42,634",AMD,1 stop,14h 30m,2025-02-14
CRL,"39,542",AMD,1 stop,12h 25m,2025-02-14
VIE,"40,199",AMD,1 stop,11h 55m,2025-02-14
LCA,"16,596",AMD,Direct,2h 20m,2025-02-14
LCA,"59,315",AMD,1 stop,9h 55m,2025-02-14
VLC,"23,798",AMD,1 stop,17h,2025-02-14
LYS,"87,160",AMD,1 stop,9h 20m,2025-02-14
MAD,"55,762",AMD,1 stop,10h 05m,2025-02-14
MAD,"39,072",AMD,1 stop,17h 20m,2025-02-14
LCA,"33,530",AMD,1 stop,20h 40m,2025-02-14
VCE,"46,553",AMD,1 stop,18h 30m,2025-02-14
VIE,"60,663",AMD,1 stop,8h 35m,2025-02-14
LCA,"22,646",AMD,Direct,2h 10m,2025-02-14
DXB,"63,351",AMD,Direct,3h 10m,2025-02-14
VCE,"40,621",AMD,1 stop,15h 40m,2025-02-14
SOF,"25,864",AMD,1 stop,9h 40m,2025-02-14
PRG,"68,067",AMD,1 stop,7h 35m,2025-02-14
BCN,"34,233",AMD,1 stop,7h 30m,2025-02-14
TBS,"123,325",AMD,1 stop,8h 10m,2025-02-14
TGD,"92,660",AMD,1 stop,11h 25m,2025-02-14
SAW,"41,902",AMD,1 stop,11h 45m,2025-02-14
TBS,"60,095",AMD,1 stop,11h 25m,2025-02-14
RMO,"57,546",AMD,1 stop,16h 50m,2025-02-14
BKK,"302,206",AMD,1 stop,11h 25m,2025-02-14
BUD,"38,402",AMD,1 stop,10h 25m,2025-02-14
LCA,"59,334",AMD,1 stop,11h 30m,2025-02-14
RMO,"55,628",AMD,1 stop,20h 50m,2025-02-14
AMS,"47,223",AMD,1 stop,13h 30m,2025-02-14
VLC,"42,230",AMD,1 stop,9h 45m,2025-02-14
DTM,"33,014",AMD,1 stop,12h 20m,2025-02-14
AUH,"81,747",AMD,1 stop,18h 15m,2025-02-14
TLV,"73,735",AMD,1 stop,17h 40m,2025-02-14
BRU,"54,519",AMD,1 stop,8h 30m,2025-02-14
LYS,"39,158",AMD,1 stop,10h 40m,2025-02-14
SAW,"44,008",AMD,1 stop,13h 20m,2025-02-14
LYS,"54,519",AMD,1 stop,14h 15m,2025-02-14
RMO,"66,194",AMD,1 stop,11h 30m,2025-02-14
DTM,"68,259",AMD,1 stop,36h 10m,2025-02-14
NCE,"90,446",AMD,1 stop,7h 45m,2025-02-15
FRA,"42,998",AMD,1 stop,13h 25m,2025-02-15
FRA,"39,158",AMD,1 stop,9h 25m,2025-02-15
VIE,"40,056",AMD,1 stop,10h,2025-02-15
VIE,"49,143",AMD,Direct,3h 45m,2025-02-15
BCN,"32,445",AMD,1 stop,8h 55m,2025-02-15
BEG,"48,964",AMD,1 stop,6h 35m,2025-02-15
NCE,"47,717",AMD,1 stop,13h 35m,2025-02-15
BUD,"42,604",AMD,1 stop,10h 15m,2025-02-15
BUD,"41,547",AMD,1 stop,6h 45m,2025-02-15
TLV,"75,144",AMD,1 stop,12h 30m,2025-02-15
TBS,"35,303",AMD,Direct,35m,2025-02-15
SOF,"40,983",AMD,1 stop,9h 10m,2025-02-15
BUS,"39,158",AMD,1 stop,11h 20m,2025-02-15
VIE,"44,217",AMD,1 stop,9h 15m,2025-02-15
WAW,"46,320",AMD,1 stop,8h 45m,2025-02-15
RMO,"63,926",AMD,1 stop,26h 30m,2025-02-15
TGD,"96,067",AMD,1 stop,20h 45m,2025-02-15
LYS,"101,480",AMD,1 stop,8h,2025-02-15
CRL,"32,502",AMD,1 stop ∙ Change airport,13h,2025-02-15
SOF,"48,022",AMD,1 stop,9h 50m,2025-02-15
AMS,"32,953",AMD,1 stop ∙ Change airport,11h 35m,2025-02-15
TBS,"35,303",AMD,Direct,30m,2025-02-15
AUH,"23,414",AMD,Direct,3h 10m,2025-02-15
BER,"54,135",AMD,1 stop,7h 35m,2025-02-15
BER,"36,268",AMD,1 stop,14h 05m,2025-02-15
BKK,"177,020",AMD,1 stop,25h 30m,2025-02-15
DXB,"63,332",AMD,Direct,3h 10m,2025-02-15
SAW,"70,840",AMD,1 stop,7h 35m,2025-02-15
SSH,"95,368",AMD,1 stop,20h 05m,2025-02-15
DTM,"25,569",AMD,1 stop,11h 50m,2025-02-15
CRL,"30,012",AMD,1 stop,10h 45m,2025-02-15
BER,"40,165",AMD,1 stop,11h 25m,2025-02-15
DXB,"96,377",AMD,1 stop,5h 40m,2025-02-15
SHJ,"47,184",AMD,Direct,2h 55m,2025-02-15
BUS,"56,920",AMD,1 stop,34h 40m,2025-02-15
TBS,"62,718",AMD,1 stop,23h 05m,2025-02-15
DUS,"39,158",AMD,1 stop,13h 35m,2025-02-15
TBS,"441,095",AMD,1 stop,10h 05m,2025-02-15
NCE,"46,689",AMD,1 stop,14h 30m,2025-02-15
RMO,"50,797",AMD,1 stop,8h,2025-02-15
VCE,"48,904",AMD,1 stop,18h 30m,2025-02-15
CRL,"36,026",AMD,1 stop ∙ Change airport,12h 50m,2025-02-15
PRG,"37,325",AMD,1 stop ∙ Change airport,14h 20m,2025-02-15
LCA,"51,063",AMD,1 stop,8h 45m,2025-02-15
NCE,"101,190",AMD,1 stop,6h 05m,2025-02-15
TBS,"156,801",AMD,1 stop,16h 20m,2025-02-15
TBS,"120,141",AMD,1 stop,28h 10m,2025-02-15
ATH,"39,682",AMD,1 stop,6h 25m,2025-02-15
SSH,"81,698",AMD,1 stop,14h 10m,2025-02-15
BKK,"142,075",AMD,1 stop,17h 35m,2025-02-15
TLV,"74,496",AMD,1 stop,11h 05m,2025-02-15
BEG,"48,982",AMD,1 stop,13h 25m,2025-02-15
VCE,"66,807",AMD,1 stop,11h 20m,2025-02-15
TBS,"50,121",AMD,1 stop,8h 55m,2025-02-15
BCN,"32,399",AMD,1 stop,7h 50m,2025-02-15
AMS,"46,090",AMD,1 stop,9h 40m,2025-02-15
DTM,"33,014",AMD,1 stop,12h 15m,2025-02-15
TBS,"109,702",AMD,1 stop,9h 25m,2025-02-15
TGD,"55,909",AMD,1 stop,22h 20m,2025-02-15
LYS,"46,563",AMD,1 stop,11h 05m,2025-02-15
SHJ,"155,926",AMD,1 stop,7h 25m,2025-02-15
BEG,"38,767",AMD,1 stop,19h 15m,2025-02-15
BUD,"36,301",AMD,1 stop,13h,2025-02-15
VLC,"24,950",AMD,1 stop,11h 55m,2025-02-15
VLC,"42,485",AMD,1 stop ∙ Change airport,15h 35m,2025-02-15
BUD,"31,203",AMD,1 stop ∙ Change airport,12h 35m,2025-02-15
BER,"36,424",AMD,1 stop ∙ Change airport,11h 30m,2025-02-15
RMO,"44,319",AMD,1 stop,26h 10m,2025-02-15
NCE,"91,553",AMD,1 stop,11h 35m,2025-02-15
BCN,"34,943",AMD,1 stop,12h,2025-02-15
TLV,"36,854",AMD,1 stop,8h 10m,2025-02-15
SSH,"98,053",AMD,1 stop,11h 55m,2025-02-15
VCE,"68,767",AMD,1 stop,10h 30m,2025-02-15
VIE,"37,622",AMD,1 stop,8h 40m,2025-02-15
TLV,"40,983",AMD,1 stop,12h 45m,2025-02-15
LCA,"25,996",AMD,Direct,2h 10m,2025-02-15
SHJ,"76,423",AMD,1 stop,25h 45m,2025-02-15
ATH,"46,470",AMD,1 stop,8h 50m,2025-02-15
FRA,"47,607",AMD,1 stop,8h 05m,2025-02-15
LCA,"47,607",AMD,1 stop,6h 10m,2025-02-15
RMO,"79,379",AMD,1 stop,11h 30m,2025-02-15
IST,"49,143",AMD,1 stop,6h 40m,2025-02-15
DUS,"39,158",AMD,1 stop,7h 30m,2025-02-15
AUH,"64,872",AMD,1 stop,15h 05m,2025-02-15
BUD,"39,542",AMD,1 stop,8h 20m,2025-02-15
SAW,"27,254",AMD,Direct,2h 30m,2025-02-15
DUS,"41,866",AMD,1 stop,11h 50m,2025-02-15
TLV,"48,082",AMD,1 stop,5h 15m,2025-02-15
TGD,"34,666",AMD,1 stop,9h,2025-02-15
BKK,"299,138",AMD,1 stop,13h,2025-02-15
MAD,"39,158",AMD,1 stop,10h 45m,2025-02-15
RMO,"45,601",AMD,1 stop,11h 40m,2025-02-15
IST,"55,408",AMD,1 stop,11h 40m,2025-02-15
VCE,"62,421",AMD,1 stop,14h 30m,2025-02-15
BER,"53,023",AMD,1 stop,7h 25m,2025-02-15
TLV,"43,117",AMD,1 stop,15h,2025-02-15
WAW,"59,511",AMD,1 stop,15h 05m,2025-02-15
LYS,"115,950",AMD,1 stop,11h 30m,2025-02-15
RMO,"265,490",AMD,1 stop,18h 20m,2025-02-15
TBS,"233,843",AMD,1 stop,27h 20m,2025-02-15
RMO,"32,953",AMD,1 stop,17h 50m,2025-02-15
NCE,"86,148",AMD,1 stop,18h 45m,2025-02-15
BCN,"38,831",AMD,1 stop,7h 30m,2025-02-15
BKK,"240,318",AMD,1 stop,14h 20m,2025-02-15
CRL,"46,090",AMD,1 stop,9h 25m,2025-02-15
MAD,"34,661",AMD,1 stop,10h 40m,2025-02-15
MAD,"35,402",AMD,1 stop,14h,2025-02-15
MAD,"48,756",AMD,1 stop,8h 55m,2025-02-15
BRU,"41,009",AMD,1 stop,8h 20m,2025-02-15
BEG,"67,192",AMD,1 stop,7h 40m,2025-02-15
TBS,"81,204",AMD,1 stop,20h 45m,2025-02-15
AUH,"57,664",AMD,1 stop,25h,2025-02-15
AMS,"35,493",AMD,1 stop,11h 30m,2025-02-15
RMO,"140,383",AMD,1 stop ∙ Change airport,17h 45m,2025-02-15
WAW,"49,858",AMD,1 stop ∙ Change airport,13h 45m,2025-02-15
AMS,"39,215",AMD,1 stop,13h 05m,2025-02-15
SOF,"11,751",AMD,Direct,2h 55m,2025-02-15
BCN,"35,405",AMD,1 stop,10h 05m,2025-02-15
RMO,"141,748",AMD,1 stop,25h 25m,2025-02-15
PRG,"49,858",AMD,1 stop,10h 35m,2025-02-15
TBS,"88,297",AMD,1 stop,19h 30m,2025-02-15
VIE,"37,264",AMD,1 stop ∙ Change airport,11h 25m,2025-02-15
NCE,"46,689",AMD,1 stop,10h 30m,2025-02-15
SSH,"119,293",AMD,Direct,3h 30m,2025-02-15
VLC,"34,666",AMD,1 stop ∙ Change airport,13h 25m,2025-02-15
NCE,"105,832",AMD,1 stop,11h 40m,2025-02-15
TBS,"96,388",AMD,1 stop,23h,2025-02-15
LCA,"16,596",AMD,Direct,2h 20m,2025-02-15
HHN,"41,009",AMD,1 stop,10h 20m,2025-02-15
DUS,"39,158",AMD,1 stop,10h 15m,2025-02-15
PRG,"34,536",AMD,1 stop ∙ Change airport,11h,2025-02-15
VCE,"16,596",AMD,Direct,4h 25m,2025-02-15
WAW,"69,476",AMD,1 stop,11h 10m,2025-02-15
PRG,"40,757",AMD,1 stop,8h 40m,2025-02-15
TLV,"52,929",AMD,1 stop,4h 50m,2025-02-15
TLV,"58,083",AMD,1 stop,5h 55m,2025-02-15
BKK,"143,227",AMD,1 stop,15h 45m,2025-02-15
LYS,"35,788",AMD,1 stop,10h 55m,2025-02-15
BEG,"37,986",AMD,1 stop,10h 05m,2025-02-15
TGD,"25,864",AMD,1 stop,18h 20m,2025-02-15
DTM,"61,229",AMD,1 stop,34h 15m,2025-02-15
ATH,"50,686",AMD,Direct,2h 55m,2025-02-15
AUH,"119,802",AMD,1 stop,14h 25m,2025-02-15
WAW,"86,505",AMD,1 stop,6h 40m,2025-02-15
SAW,"61,406",AMD,1 stop ∙ Change airport,12h 10m,2025-02-15
DUS,"49,527",AMD,1 stop,9h 35m,2025-02-15
LYS,"54,676",AMD,1 stop,10h 45m,2025-02-15
VLC,"34,233",AMD,1 stop,15h 15m,2025-02-15
ATH,"55,845",AMD,1 stop,6h 05m,2025-02-15
TBS,"77,721",AMD,1 stop,11h 30m,2025-02-15
VLC,"33,782",AMD,1 stop,15h 50m,2025-02-15
TLV,"50,155",AMD,1 stop,15h 40m,2025-02-15
RMO,"109,754",AMD,1 stop ∙ Change airport,27h 20m,2025-02-15
SOF,"36,301",AMD,1 stop ∙ Change airport,13h 30m,2025-02-15
RMO,"37,081",AMD,1 stop,25h 20m,2025-02-15
FRA,"56,312",AMD,1 stop ∙ Change airport,11h 10m,2025-02-15
ATH,"41,889",AMD,1 stop,11h 15m,2025-02-15
NCE,"86,148",AMD,1 stop,21h 20m,2025-02-15
SSH,"122,536",AMD,1 stop,20h 55m,2025-02-15
PRG,"40,983",AMD,1 stop,11h 15m,2025-02-15
DTM,"31,885",AMD,Direct,5h 05m,2025-02-15
AUH,"82,092",AMD,1 stop,22h 55m,2025-02-15
MAD,"23,798",AMD,1 stop,12h 35m,2025-02-15
AMS,"32,786",AMD,1 stop,10h 40m,2025-02-15
VLC,"47,299",AMD,1 stop,19h 15m,2025-02-16
TLV,"341,783",AMD,1 stop,25h 45m,2025-02-16
AMS,"37,598",AMD,1 stop,11h 10m,2025-02-16
TLV,"318,723",AMD,1 stop,15h 50m,2025-02-16
SSH,"44,534",AMD,1 stop,12h 50m,2025-02-16
BEG,"72,572",AMD,1 stop,7h 15m,2025-02-16
DXB,"63,735",AMD,Direct,3h 25m,2025-02-16
DTM,"45,537",AMD,1 stop,19h 15m,2025-02-16
WAW,"135,103",AMD,1 stop,17h 40m,2025-02-16
VCE,"105,287",AMD,1 stop,15h 05m,2025-02-16
ATH,"32,671",AMD,1 stop,9h 20m,2025-02-16
CRL,"36,424",AMD,1 stop ∙ Change airport,11h 50m,2025-02-16
DUS,"55,024",AMD,1 stop,14h 10m,2025-02-16
BER,"33,021",AMD,1 stop,15h 25m,2025-02-16
AUH,"89,233",AMD,1 stop,21h 35m,2025-02-16
LYS,"45,537",AMD,1 stop,17h 15m,2025-02-16
NCE,"27,942",AMD,1 stop,21h 20m,2025-02-16
TBS,"103,704",AMD,1 stop,8h 10m,2025-02-16
WAW,"78,999",AMD,1 stop,16h 05m,2025-02-16
BER,"61,815",AMD,1 stop,8h 50m,2025-02-16
VCE,"109,065",AMD,1 stop,15h 40m,2025-02-16
NCE,"56,151",AMD,1 stop,10h 30m,2025-02-16
TLV,"42,242",AMD,1 stop,11h 25m,2025-02-16
LYS,"50,295",AMD,1 stop,13h 25m,2025-02-16
VCE,"104,607",AMD,1 stop,16h,2025-02-16
TLV,"150,384",AMD,1 stop,25h 15m,2025-02-16
BEG,"48,964",AMD,1 stop,8h 30m,2025-02-16
WAW,"154,946",AMD,1 stop,30h 20m,2025-02-16
MAD,"42,766",AMD,1 stop,8h 55m,2025-02-16
BUD,"38,148",AMD,1 stop,10h 25m,2025-02-16
TLV,"78,724",AMD,1 stop,16h 30m,2025-02-16
NCE,"39,158",AMD,1 stop,15h 20m,2025-02-16
WAW,"43,624",AMD,1 stop,28h 50m,2025-02-16
TBS,"103,704",AMD,1 stop,14h 55m,2025-02-16
SOF,"80,446",AMD,1 stop,6h,2025-02-16
TLV,"77,058",AMD,1 stop,26h 10m,2025-02-16
WAW,"95,163",AMD,1 stop,11h 40m,2025-02-16
LYS,"39,158",AMD,1 stop,9h 50m,2025-02-16
WAW,"59,417",AMD,1 stop,15h 35m,2025-02-16
TLV,"318,723",AMD,1 stop,12h 40m,2025-02-16
WMI,"43,247",AMD,1 stop,12h 50m,2025-02-16
VCE,"148,330",AMD,1 stop,20h 40m,2025-02-16
PRG,"34,107",AMD,1 stop,19h 30m,2025-02-16
TLV,"216,560",AMD,1 stop,13h 50m,2025-02-16
VCE,"427,373",AMD,1 stop,17h 45m,2025-02-16
TLV,"107,686",AMD,1 stop,19h 55m,2025-02-16
BER,"33,939",AMD,1 stop ∙ Change airport,12h,2025-02-16
RMO,"58,929",AMD,1 stop,17h 15m,2025-02-16
TLV,"148,615",AMD,1 stop,16h 35m,2025-02-16
WAW,"84,256",AMD,1 stop,28h 50m,2025-02-16
VCE,"139,627",AMD,1 stop,16h,2025-02-16
TLV,"40,983",AMD,1 stop,28h 10m,2025-02-16
WAW,"112,925",AMD,1 stop,15h 35m,2025-02-16
ATH,"39,302",AMD,1 stop,7h 10m,2025-02-16
SHJ,"47,184",AMD,Direct,2h 55m,2025-02-16
TLV,"318,723",AMD,1 stop,21h 15m,2025-02-16
PRG,"28,773",AMD,1 stop,8h,2025-02-16
IST,"38,006",AMD,1 stop,7h 10m,2025-02-16
TLV,"78,224",AMD,1 stop,15h 45m,2025-02-16
RMO,"54,935",AMD,1 stop,30h 05m,2025-02-16
VIE,"33,368",AMD,1 stop ∙ Change airport,11h 10m,2025-02-16
DUS,"44,546",AMD,1 stop,12h 40m,2025-02-16
WAW,"320,866",AMD,1 stop,11h 45m,2025-02-16
TLV,"85,898",AMD,1 stop,21h,2025-02-16
WAW,"74,346",AMD,Direct,4h 05m,2025-02-16
SOF,"39,682",AMD,1 stop,15h 55m,2025-02-16
VIE,"46,839",AMD,1 stop,6h 50m,2025-02-16
TLV,"168,843",AMD,1 stop,19h 55m,2025-02-16
BUD,"55,447",AMD,1 stop ∙ Change airport,11h 25m,2025-02-16
MAD,"24,950",AMD,1 stop,13h 05m,2025-02-16
AUH,"27,328",AMD,Direct,3h 10m,2025-02-16
VLC,"35,814",AMD,1 stop,12h 20m,2025-02-16
VCE,"86,673",AMD,1 stop,16h 15m,2025-02-16
TLV,"179,683",AMD,1 stop,15h 10m,2025-02-16
TLV,"73,735",AMD,1 stop,22h 40m,2025-02-16
WAW,"445,064",AMD,1 stop,10h 05m,2025-02-16
RMO,"126,125",AMD,1 stop,10h 45m,2025-02-16
VCE,"65,570",AMD,1 stop,18h 25m,2025-02-16
HHN,"37,407",AMD,1 stop,17h 45m,2025-02-16
IST,"39,231",AMD,Direct,2h 30m,2025-02-16
LYS,"50,419",AMD,1 stop,11h 40m,2025-02-16
WMI,"41,009",AMD,1 stop ∙ Change airport,26h,2025-02-16
DTM,"63,719",AMD,1 stop,33h 40m,2025-02-16
WAW,"71,047",AMD,1 stop,16h,2025-02-16
TLV,"47,228",AMD,1 stop,9h 35m,2025-02-16
TBS,"21,417",AMD,Direct,1h,2025-02-16
TLV,"148,615",AMD,1 stop,24h 35m,2025-02-16
TBS,"102,341",AMD,1 stop,8h 50m,2025-02-16
NCE,"56,151",AMD,1 stop,14h 30m,2025-02-16
SAW,"47,282",AMD,1 stop,13h 05m,2025-02-16
PRG,"35,493",AMD,1 stop,16h 25m,2025-02-16
VCE,"45,684",AMD,1 stop,18h 30m,2025-02-16
VCE,"261,823",AMD,1 stop,12h,2025-02-16
VCE,"199,293",AMD,1 stop,13h 10m,2025-02-16
BRU,"41,736",AMD,1 stop,8h 45m,2025-02-16
WAW,"299,485",AMD,1 stop,20h 30m,2025-02-16
TLV,"51,074",AMD,1 stop,5h 55m,2025-02-16
TLV,"154,989",AMD,1 stop,12h 20m,2025-02-16
CRL,"39,542",AMD,1 stop,8h 30m,2025-02-16
AUH,"27,638",AMD,Direct,3h 10m,2025-02-16
SSH,"73,855",AMD,1 stop,20h 45m,2025-02-16
WAW,"61,026",AMD,1 stop,30h 15m,2025-02-16
RMO,"33,530",AMD,1 stop,18h 20m,2025-02-16
BCN,"37,918",AMD,1 stop,10h 50m,2025-02-16
WAW,"302,625",AMD,1 stop,21h 40m,2025-02-16
TLV,"78,690",AMD,1 stop,17h 40m,2025-02-16
TGD,"38,774",AMD,1 stop,13h 30m,2025-02-16
BER,"46,706",AMD,1 stop,8h 10m,2025-02-16
VCE,"97,962",AMD,1 stop,10h 40m,2025-02-16
WAW,"229,412",AMD,1 stop,15h 50m,2025-02-16
VCE,"95,013",AMD,1 stop,29h 10m,2025-02-16
VCE,"111,877",AMD,1 stop,26h 10m,2025-02-16
TLV,"70,259",AMD,1 stop,12h 30m,2025-02-16
TLV,"90,787",AMD,1 stop,11h 10m,2025-02-16
TGD,"108,208",AMD,1 stop,15h 15m,2025-02-16
TLV,"150,384",AMD,1 stop,19h,2025-02-16
TLV,"168,843",AMD,1 stop,11h 20m,2025-02-16
DXB,"62,199",AMD,Direct,3h,2025-02-16
ATH,"33,782",AMD,1 stop,5h 30m,2025-02-16
WAW,"78,999",AMD,1 stop,7h 10m,2025-02-16
VLC,"34,372",AMD,1 stop,16h 20m,2025-02-16
TSF,"44,511",AMD,1 stop,17h 40m,2025-02-16
TLV,"179,683",AMD,1 stop,17h 15m,2025-02-16
DUS,"47,657",AMD,1 stop,22h 05m,2025-02-16
PRG,"44,498",AMD,1 stop,12h 15m,2025-02-16
TLV,"393,324",AMD,1 stop,13h 45m,2025-02-16
MAD,"39,158",AMD,1 stop,9h 50m,2025-02-16
SSH,"98,804",AMD,Direct,3h 10m,2025-02-16
AMS,"30,875",AMD,1 stop ∙ Change airport,12h 05m,2025-02-16
VLC,"21,493",AMD,1 stop,9h 20m,2025-02-16
BUD,"46,090",AMD,1 stop,12h 05m,2025-02-16
CRL,"32,069",AMD,1 stop ∙ Change airport,13h 20m,2025-02-16
TLV,"68,530",AMD,1 stop,11h 15m,2025-02-16
SOF,"33,530",AMD,1 stop,9h 40m,2025-02-16
LCA,"90,429",AMD,1 stop,6h 50m,2025-02-16
TLV,"48,082",AMD,1 stop,5h 15m,2025-02-16
DXB,"104,441",AMD,Direct,3h 10m,2025-02-16
NCE,"47,241",AMD,1 stop,9h 40m,2025-02-16
TLV,"85,752",AMD,1 stop,21h 55m,2025-02-16
WAW,"79,493",AMD,1 stop,25h 40m,2025-02-16
FRA,"65,859",AMD,1 stop,9h 05m,2025-02-16
LCA,"27,942",AMD,1 stop,13h 10m,2025-02-16
TLV,"131,924",AMD,1 stop,7h 25m,2025-02-16
RMO,"32,625",AMD,1 stop,25h 50m,2025-02-16
TIV,"75,743",AMD,1 stop,22h 30m,2025-02-16
SAW,"36,470",AMD,Direct,2h 30m,2025-02-16
VLC,"36,086",AMD,1 stop,15h 40m,2025-02-16
BCN,"31,683",AMD,1 stop,11h 35m,2025-02-16
PRG,"39,483",AMD,1 stop,17h 40m,2025-02-16
BCN,"27,942",AMD,1 stop,7h 50m,2025-02-16
HHN,"31,207",AMD,1 stop ∙ Change airport,12h 15m,2025-02-16
TLV,"574,413",AMD,1 stop,22h 55m,2025-02-16
DUS,"52,226",AMD,1 stop,9h 20m,2025-02-16
TLV,"168,843",AMD,1 stop,14h 20m,2025-02-16
WAW,"165,546",AMD,1 stop,15h 25m,2025-02-16
BEG,"46,455",AMD,1 stop,8h 20m,2025-02-16
WAW,"38,148",AMD,1 stop ∙ Change airport,14h,2025-02-16
AMS,"33,941",AMD,1 stop,10h 30m,2025-02-16
TLV,"138,095",AMD,1 stop,19h 20m,2025-02-16
VCE,"111,836",AMD,1 stop,9h 30m,2025-02-16
WAW,"356,022",AMD,1 stop,23h 45m,2025-02-16
VCE,"122,490",AMD,1 stop,7h 35m,2025-02-16
TLV,"341,783",AMD,1 stop,24h 15m,2025-02-16
TLV,"341,783",AMD,1 stop,25h 05m,2025-02-16
TLV,"168,843",AMD,1 stop,10h 25m,2025-02-16
TLV,"318,723",AMD,1 stop,20h 20m,2025-02-16
BEG,"62,975",AMD,1 stop,8h,2025-02-16
SSH,"40,919",AMD,1 stop,23h 35m,2025-02-16
RMO,"193,884",AMD,1 stop,11h 45m,2025-02-16
TLV,"341,783",AMD,1 stop,27h 10m,2025-02-16
TLV,"159,985",AMD,1 stop,11h 25m,2025-02-16
SHJ,"151,612",AMD,1 stop,7h 30m,2025-02-16
CRL,"39,542",AMD,1 stop,11h 35m,2025-02-16
RMO,"62,809",AMD,1 stop,14h 40m,2025-02-16
MAD,"41,736",AMD,1 stop,9h 45m,2025-02-16
TLV,"36,482",AMD,1 stop,13h 05m,2025-02-16
SAW,"55,655",AMD,1 stop,9h 50m,2025-02-16
AUH,"79,829",AMD,1 stop,26h 45m,2025-02-16
WAW,"66,295",AMD,1 stop,25h,2025-02-16
TSF,"43,624",AMD,1 stop,10h,2025-02-16
RMO,"60,098",AMD,1 stop,17h,2025-02-16
SSH,"72,793",AMD,1 stop,16h 10m,2025-02-16
VIE,"33,014",AMD,1 stop,7h 45m,2025-02-16
LCA,"16,596",AMD,Direct,2h 20m,2025-02-16
SOF,"43,382",AMD,1 stop,6h 10m,2025-02-16
